"12","5","142","Montpelier Row","Blackheath","","1-20","RG 12/517","8-11
"
"12","5","143","Montpelier Vale","Blackheath","","2-36 even","RG 12/517","17-19
"
"12","5","144","Montpelier Vale","Blackheath","","20-34 even R","RG 12/517","19
"
"12","5","145","Montpelier Vale","Blackheath","","25-49 odd","RG 12/517","31-32
"
"12","5","146","Montpelier Vale","Blackheath","","3-21 odd","RG 12/517","30
"
"12","5","147","Morden Hill","","","","RG 12/517","131-133
"
"12","5","148","Morden Hill","","","1-3 Sydney Place, Morden Hill","RG 12/517","119
"
"12","5","149","Morden Hill","","","1-7 Ravensbourne Terrace, Morden Hill","RG 12/517","119-120
"
"12","5","150","Morden Hill","","","Brandon House, Morden Hill","RG 12/517","132
"
"12","5","151","Morden Hill","","","Cedar Lodge, Morden Hill","RG 12/517","133
"
"12","5","152","Morden Hill","","","Gotha Cottage, Morden Hill","RG 12/517","132
"
"12","5","153","Morden Hill","","","Kelso Cottage, Morden Hill","RG 12/517","132
"
"12","5","154","Morden Hill","","","Morden Cliff","RG 12/517","133
"
"12","5","155","Morden Hill","","","Silk Mill Lodge, Morden Hill","RG 12/517","120
"
"12","5","156","Morden Hill","","","Silk Mills, Morden Hill","RG 12/517","120
"
"12","5","157","Morley Road","","","1-11 Holly Hedge Terrace, Morley Road","RG 12/521","5-6
"
"12","5","158","Morley Road","","","1-4 York Villas, Morley Road","RG 12/520","175
"
"12","5","159","Morley Road","","","1-8, 2-8 R","RG 12/520","175-177
"
"12","5","160","Morley Road","","","5-8 Morley Villas and Lodge, Morley Road","RG 12/520","175-176
"
"12","5","161","Morley Road","","","Analataly Villa, Morley Road","RG 12/520","177
"
"12","5","162","Morley Road","","","Athena House, Morley Road","RG 12/520","176
"
"12","5","163","Morley Road","","","Cattesmore, Morley Road","RG 12/520","177
"
"12","5","164","Morley Road","","","Chestnut Lodge, Morley Road","RG 12/520","175
"
"12","5","165","Morley Road","","","Cleveden, Morley Road","RG 12/520","176
"
"12","5","166","Morley Road","","","Fern Villa, Morley Road","RG 12/520","176
"
"12","5","167","Morley Road","","","Grasmere, Morley Road","RG 12/520","176
"
"12","5","168","Morley Road","","","Hilldrop House, Morley Road","RG 12/520","175
"
"12","5","169","Morley Road","","","Holly House, Morley Road","RG 12/520","175
"
"12","5","170","Morley Road","","","Lesbia Villa, Morley Road","RG 12/520","177
"
"12","5","171","Morley Road","","","Northam Lodge, Morley Road","RG 12/520","175
"
"12","5","172","Morley Road","","","Phoenix Villa, Morley Road","RG 12/520","177
"
"12","5","173","Morley Road","","","Ravensbourne Villa, Morley Road","RG 12/520","176-177
"
"12","5","174","Morley Road","","","Stanley Villa, Morley Road","RG 12/520","177
"
"12","5","175","Morley Road","","","Suffolk Lodge, Morley Road","RG 12/520","176
"
"12","5","176","Morley Road","","","The Firs, Morley Road","RG 12/520","177
"
"12","5","177","Mount Ash Road","","","1-49","RG 12/524","159-164
"
"12","5","178","Mount Pleasant","Brockley Park","","","RG 12/525","93
"
"12","5","179","Mount Pleasant","Eliot Bank","","9","RG 12/525","46
"
"12","5","180","Mount Pleasant","Lewisham","","1-6","RG 12/520","47-48
"
"12","5","181","Mount Pleasant","Sydenham Hill Road","","","RG 12/524","157
"
"12","5","182","Mount Pleasant Road","","","1-55, 61-79 odd","RG 12/521","77-80
"
"12","5","183","Mount Pleasant Road","","","2-68, 72 even","RG 12/521","80-83
"
"12","5","184","Myrtle Grove","","","1-4, 6-9","RG 12/523","78-79
"
"12","5","185","Myrtle Grove","","","Grove House, Myrtle Grove","RG 12/523","78
"
"12","5","186","Myrtle Grove","","","Kent House, Myrtle Grove","RG 12/523","78
"
"12","5","187","Myrtle Grove","","","York House, Myrtle Grove","RG 12/523","78-79
"
"12","5","188","Myrtle Terrace","Brookdale Road","","1-12","RG 12/522","15
"
"12","5","189","Nelgarde Road","Catford Bridge","","2, 4,5, 14","RG 12/522","28-29
"
"12","5","190","Newland Park","","","","RG 12/523","103
"
"12","5","191","Newland Park","","","1","RG 12/523","109
"
"12","5","192","Newland Park","","","1-15 Oriel Villas, Newland Park","RG 12/523","105-106
"
"12","5","193","Newland Park","","","1-30 Priory Villas, Newland Park","RG 12/523","106-109
"
"12","5","194","Newland Park","","","4 Northumberland Villas, Newland Park","RG 12/523","106
"
"12","5","195","Newland Park","","","Gardeners Stables, Newland Park","RG 12/523","103
"
"12","5","196","Newports Gardens","","","1-2 Smiths Cottages, Newports Gardens","RG 12/520","47
"
"12","5","197","Newstead Road","Lee","","1-37 odd","RG 12/519","135-138
"
"12","5","198","Newstead Road","Lee","","2-44 even","RG 12/519","133-135
"
"12","5","199","North Park","","","2-4, 12","RG 12/516","33
"
"12","5","200","North Park","","","Amyand House, North Park","RG 12/516","34-35
"
"12","5","201","North Park","","","Avalon House, North Park","RG 12/516","33
"
"12","5","202","North Park","","","Babington House, North Park","RG 12/516","33
"
"12","5","203","North Park","","","Carriers Yard, North Park","RG 12/516","35
"
"12","5","204","North Park","","","Courtlands, North Park","RG 12/516","33
"
"12","5","205","North Park","","","Elderslea, North Park","RG 12/516","35
"
"12","5","206","North Park","","","Hazelwood, North Park","RG 12/516","35
"
"12","5","207","North Park","","","Highland, North Park","RG 12/516","35
"
"12","5","208","North Park","","","Highwood, North Park","RG 12/516","34
"
"12","5","209","North Park","","","Hillside, North Park","RG 12/516","33
"
"12","5","210","North Park","","","Managers House, North Park","RG 12/516","35
"
"12","5","211","North Park","","","Newlands, North Park","RG 12/516","34
"
"12","5","212","North Park","","","Penryn House, North Park","RG 12/516","34
"
"12","5","213","North Park","","","The Elms, North Park","RG 12/516","33
"
"12","5","214","North Park","","","Upton Lodge, North Park","RG 12/516","34
"
"12","5","215","North Park","","","Victoria Villa, North Park","RG 12/516","35
"
"12","5","216","North Park","","","Wonersh Lodge, North Park","RG 12/516","34
"
"12","5","217","North Park","","","Woodside, North Park","RG 12/516","35
"
"12","5","218","North Park Mews","Back Lane","","","RG 12/516","35
"
"12","5","219","North Terrace","","","2-26 even","RG 12/523","148-149
"
"12","5","220","North Terrace","Fairlawn Park","","1-33 odd","RG 12/523","152-153
"
"12","5","221","Northbrook Road","","","2-20 even","RG 12/518","71-72
"
"12","5","222","Northbrook Road","Lee","","1-27 odd","RG 12/518","72-74
"
"12","5","223","Novar Road","","","1-11","RG 12/516","14-15
"
"12","5","224","Novar Road","James Villas","","1-4","RG 12/516","14
"
"12","5","225","Oakford Avenue","Wells Road","","1-18","RG 12/524","153-155
"
"12","5","226","Oaklands West","Eltham Road","","","RG 12/516","73-74
"
"12","5","227","Oblisk Buildings","","","1-7","RG 12/520","101
"
"12","5","228","Old Road","","","Cedar House, Old Road","RG 12/518","67
"
"12","5","229","Old Road","","","Firs Cottage, Old Road","RG 12/518","67
"
"12","5","230","Old Road","","","Manor Cottage, Old Road","RG 12/518","67
"
"12","5","231","Old Road","","","Manor Lodge, Old Road","RG 12/518","66
"
"12","5","232","Old Road","","","Pentland House, Old Road","RG 12/518","66-67
"
"12","5","233","Old Road","","","The Firs, Old Road","RG 12/518","66
"
"12","5","234","Old Road","","","Wingfield House, Old Road","RG 12/518","67
"
"12","5","235","Old Road","Lee","","","RG 12/518","66-67
"
"12","5","236","Orchard Place","Perry Hill","","1-11","RG 12/526","174-175
"
"12","5","237","Orchard Terrace","Eltham Road","","2-8","RG 12/519","78
"
"12","5","238","Orphanages","Dartmouth Hill","","Boys Orphanage","RG 12/517","111
"
"12","5","239","Orphanages","Granville Park","","All Saints Boys Orphanage","RG 12/519","162-164
"
"12","5","240","Osberton Road","","","1-19 odd","RG 12/519","85-86
"
"12","5","241","Osberton Road","","","2-16 even","RG 12/519","86
"
"12","5","242","Osborn Terrace","Lee Green","","1-8","RG 12/516","77-78
"
"12","5","243","Oxford Terrace","Dartmouth Row","","1-7","RG 12/517","109-110
"
"12","5","244","Oxford Terrace","Hither Green Lane","","1-8","RG 12/521","136
"
"12","5","245","Oxford Terrace","Maiham Road","","1-5","RG 12/525","149
"
"12","5","246","Oxford Terrace","Sydenham Road","","1-4","RG 12/523","124
"
